source_id,ra,dec,classification,phot_variable_fundam_freq1,mean,peak_to_peak_g,r21_g,phi21_g,num_harmonics_for_p1
4.66064E+18,79.95010215,-65.36368121,CEP,0.896115391,16.64286859,0.316249704,0.20709816,4.125038125,2
4.66064E+18,80.42159839,-65.30291813,CEP,0.16761998,15.27787082,0.278274614,0.258307863,4.77394713,2
4.66064E+18,80.34757191,-65.29135821,CEP,0.249157411,15.55296458,0.826984168,0.469251658,4.387672893,6
4.66064E+18,80.18962791,-65.33141377,CEP,0.280440456,15.72767686,0.332651373,0.30671318,4.408264063,3
4.66065E+18,79.65105637,-65.39115318,CEP,0.55006615,16.21688973,0.310355635,0.11789541,4.611266519,2
4.66065E+18,79.63391374,-65.29676524,CEP,0.350645286,15.96458596,0.486291076,0.383021,4.178608355,4
4.66065E+18,79.56303506,-65.24972816,CEP,0.333553903,15.94773569,0.519367901,0.411135606,4.258228533,4
4.66065E+18,79.86888288,-65.26792818,CEP,0.534234991,15.68408882,0.353169411,0.190712755,4.351332164,2
4.66066E+18,79.93409612,-65.16425172,CEP,0.317319549,15.08756767,0.299699537,0.095727679,3.068322148,3
4.66066E+18,79.98828391,-65.1530292,CEP,0.525037369,18.33593791,0.550625778,0.142914718,4.912555859,5
4.66066E+18,79.59170062,-65.21708875,CEP,0.313977482,15.86413952,0.517604402,0.415389783,4.292463098,3
